stockdate,C,CZL,totalposition,profit,profit_ZL,comm,equity,equity_ZL
2017-01-17 10:31:00,21350.0,21305.0,1.0,,,,,
2017-01-17 13:31:00,21000.0,20955.0,0.0,-3500.0,-3500.0,50.0,-3550.0,-3550.0
2017-01-17 14:59:00,21295.0,21250.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-18 14:59:00,21340.0,21295.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-19 11:25:00,21400.0,21365.0,1.0,0.0,0.0,50.0,-50.0,-50.0
2017-01-19 11:26:00,21400.0,21370.0,1.0,0.0,50.0,0.0,0.0,50.0
2017-01-19 13:31:00,21355.0,21325.0,4.0,-450.0,-450.0,150.0,-600.0,-600.0
2017-01-19 14:09:00,21205.0,21175.0,1.0,-6000.0,-6000.0,150.0,-6150.0,-6150.0
2017-01-19 14:12:00,21215.0,21185.0,1.0,100.0,100.0,0.0,100.0,100.0
2017-01-19 14:25:00,21225.0,21195.0,-1.0,100.0,100.0,100.0,0.0,0.0
2017-01-19 14:28:00,21135.0,21105.0,-4.0,900.0,900.0,150.0,750.0,750.0
2017-01-19 14:29:00,21145.0,21115.0,-1.0,-400.0,-400.0,150.0,-550.0,-550.0
2017-01-19 14:57:00,21165.0,21140.0,-4.0,-200.0,-250.0,150.0,-350.0,-400.0
2017-01-19 14:58:00,21180.0,21155.0,-1.0,-600.0,-600.0,150.0,-750.0,-750.0
2017-01-19 14:59:00,21180.0,21155.0,-4.0,-0.0,-0.0,150.0,-150.0,-150.0
2017-01-20 09:00:00,20580.0,20600.0,-1.0,24000.0,22200.0,150.0,23850.0,22050.0
2017-01-20 09:01:00,20645.0,20665.0,-4.0,-650.0,-650.0,150.0,-800.0,-800.0
2017-01-20 14:59:00,19775.0,19735.0,-4.0,34800.0,37200.0,0.0,34800.0,37200.0
